File accession,File format,Output type,Experiment accession,Assay,Biosample term id,Biosample term name,Biosample type,Biosample organism,Biosample treatments,Biosample treatments amount,Biosample treatments duration,Experiment target,Library made from,Library depleted in,Library extraction method,Library lysis method,Library crosslinking method,Library strand specific,Experiment date released,Project,RBNS protein concentration,Library fragmentation method,Library size range,Biological replicate(s),Technical replicate,Read length,Mapped read length,Run type,Paired end,Paired with,Derived from,Size,Lab,md5sum,dbxrefs,File download URL,Assembly,Platform,Controlled by,File Status,Audit WARNING,Audit INTERNAL_ACTION,Audit NOT_COMPLIANT,Audit ERROR
ENCFF001TLM,bed bedMethyl,methylation state at CpG,ENCSR000DGI,RRBS,NTR:0000482,AG08470,cell line,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,9/30/11,ENCODE,,,,1,1,,,,,,ENCFF000LXY,11878022,"Richard Myers, HAIB",949833b40e965d0f38f68e59ef86b1b8,,https://www.encodeproject.org/files/ENCFF001TLM/@@download/ENCFF001TLM.bed.gz,hg19,,,released,,"biological replicates with identical biosample, NTR biosample",,
ENCFF001TLN,bed bedMethyl,methylation state at CpG,ENCSR000DGI,RRBS,NTR:0000482,AG08470,cell line,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,9/30/11,ENCODE,,,,2,1,,,,,,ENCFF000LYA,16867643,"Richard Myers, HAIB",5ab94fa9543f95e7bdfcdcc6e5c42003,,https://www.encodeproject.org/files/ENCFF001TLN/@@download/ENCFF001TLN.bed.gz,hg19,,,released,,"biological replicates with identical biosample, NTR biosample",,
ENCFF152ZUF,bed bedMethyl,methylation state at CpG,ENCSR651PAZ,whole-genome shotgun bisulfite sequencing,UBERON:0001049,neural tube,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,8/18/15,ENCODE,,,,1,,,,,,,"ENCFF005PZV, ENCFF258SQG, ENCFF476ZJG",481372794,ENCODE Processing Pipeline,3fb35ddaaa1fd6e5d1639fcbbda9097c,,https://www.encodeproject.org/files/ENCFF152ZUF/@@download/ENCFF152ZUF.bed.gz,mm10,,,released,low coverage,,,
ENCFF693QZX,bed bedMethyl,methylation state at CHG,ENCSR651PAZ,whole-genome shotgun bisulfite sequencing,UBERON:0001049,neural tube,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,8/18/15,ENCODE,,,,1,,,,,,,"ENCFF005PZV, ENCFF258SQG, ENCFF476ZJG",2349663579,ENCODE Processing Pipeline,d258f3cbde8eb0446cb2c9c75456be5d,,https://www.encodeproject.org/files/ENCFF693QZX/@@download/ENCFF693QZX.bed.gz,mm10,,,released,low coverage,,,
ENCFF165GRG,bed bedMethyl,methylation state at CHG,ENCSR651PAZ,whole-genome shotgun bisulfite sequencing,UBERON:0001049,neural tube,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,8/18/15,ENCODE,,,,2,,,,,,,"ENCFF320CPT, ENCFF476ZJG, ENCFF577XRI",2346924656,ENCODE Processing Pipeline,5c9ce2718e851695e68a227a0ca4c4fe,,https://www.encodeproject.org/files/ENCFF165GRG/@@download/ENCFF165GRG.bed.gz,mm10,,,released,low coverage,,,
ENCFF658VBN,bed bedMethyl,methylation state at CHH,ENCSR651PAZ,whole-genome shotgun bisulfite sequencing,UBERON:0001049,neural tube,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,8/18/15,ENCODE,,,,1,,,,,,,"ENCFF005PZV, ENCFF258SQG, ENCFF476ZJG",7543773726,ENCODE Processing Pipeline,01b0bdffdd99a87703652ee0d05859e5,,https://www.encodeproject.org/files/ENCFF658VBN/@@download/ENCFF658VBN.bed.gz,mm10,,,released,low coverage,,,
ENCFF101JDR,bed bedMethyl,methylation state at CpG,ENCSR651PAZ,whole-genome shotgun bisulfite sequencing,UBERON:0001049,neural tube,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,8/18/15,ENCODE,,,,2,,,,,,,"ENCFF320CPT, ENCFF476ZJG, ENCFF577XRI",480832606,ENCODE Processing Pipeline,e7f76de14971bcf55490186fd97395b3,,https://www.encodeproject.org/files/ENCFF101JDR/@@download/ENCFF101JDR.bed.gz,mm10,,,released,low coverage,,,
ENCFF548WLP,bed bedMethyl,methylation state at CHH,ENCSR651PAZ,whole-genome shotgun bisulfite sequencing,UBERON:0001049,neural tube,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,8/18/15,ENCODE,,,,2,,,,,,,"ENCFF320CPT, ENCFF476ZJG, ENCFF577XRI",7526122382,ENCODE Processing Pipeline,96ecd919c33613ab1461e1c7310f7a09,,https://www.encodeproject.org/files/ENCFF548WLP/@@download/ENCFF548WLP.bed.gz,mm10,,,released,low coverage,,,
ENCFF001TQX,bed bedMethyl,methylation state at CpG,ENCSR000DDT,RRBS,EFO:0002860,SK-N-MC,cell line,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,9/30/11,ENCODE,,,,1,1,,,,,,ENCFF000MMQ,15164332,"Richard Myers, HAIB",09c9ccb36777ac64c73a9c5687dcb750,,https://www.encodeproject.org/files/ENCFF001TQX/@@download/ENCFF001TQX.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF001TQY,bed bedMethyl,methylation state at CpG,ENCSR000DDT,RRBS,EFO:0002860,SK-N-MC,cell line,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,9/30/11,ENCODE,,,,2,1,,,,,,ENCFF000MMX,16622582,"Richard Myers, HAIB",54c2b8086ef20efd39aabf45b2d88eb5,,https://www.encodeproject.org/files/ENCFF001TQY/@@download/ENCFF001TQY.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF624VFJ,bed bedMethyl,methylation state at CHG,ENCSR881XOU,whole-genome shotgun bisulfite sequencing,EFO:0001187,HepG2,cell line,Homo sapiens,,,,,DNA,,,,,FALSE,10/13/15,ENCODE,,,,2,,,,,,,"ENCFF161MAN, ENCFF572KNK",2669057372,ENCODE Processing Pipeline,62d06f72009bf63046cccaf96a2da4d3,,https://www.encodeproject.org/files/ENCFF624VFJ/@@download/ENCFF624VFJ.bed.gz,GRCh38,,,released,,,,
ENCFF300GSM,bed bedMethyl,methylation state at CHG,ENCSR881XOU,whole-genome shotgun bisulfite sequencing,EFO:0001187,HepG2,cell line,Homo sapiens,,,,,DNA,,,,,FALSE,10/13/15,ENCODE,,,,1,,,,,,,"ENCFF161MAN, ENCFF957OIM",2650711715,ENCODE Processing Pipeline,512e8267d08dee2894f0f725369c6e9f,,https://www.encodeproject.org/files/ENCFF300GSM/@@download/ENCFF300GSM.bed.gz,GRCh38,,,released,,,,
ENCFF847OWL,bed bedMethyl,methylation state at CpG,ENCSR881XOU,whole-genome shotgun bisulfite sequencing,EFO:0001187,HepG2,cell line,Homo sapiens,,,,,DNA,,,,,FALSE,10/13/15,ENCODE,,,,1,,,,,,,"ENCFF161MAN, ENCFF957OIM",655723568,ENCODE Processing Pipeline,70242860fbdf210952c18af84247174d,,https://www.encodeproject.org/files/ENCFF847OWL/@@download/ENCFF847OWL.bed.gz,GRCh38,,,released,,,,
ENCFF086KJC,bed bedMethyl,methylation state at CHH,ENCSR881XOU,whole-genome shotgun bisulfite sequencing,EFO:0001187,HepG2,cell line,Homo sapiens,,,,,DNA,,,,,FALSE,10/13/15,ENCODE,,,,1,,,,,,,"ENCFF161MAN, ENCFF957OIM",8435833746,ENCODE Processing Pipeline,4e456e64bfdd58a6b44650c49f14352f,,https://www.encodeproject.org/files/ENCFF086KJC/@@download/ENCFF086KJC.bed.gz,GRCh38,,,released,,,,
ENCFF390OZB,bed bedMethyl,methylation state at CpG,ENCSR881XOU,whole-genome shotgun bisulfite sequencing,EFO:0001187,HepG2,cell line,Homo sapiens,,,,,DNA,,,,,FALSE,10/13/15,ENCODE,,,,2,,,,,,,"ENCFF161MAN, ENCFF572KNK",659440593,ENCODE Processing Pipeline,8077c9cce16be2eb35c8762022bc6b7b,,https://www.encodeproject.org/files/ENCFF390OZB/@@download/ENCFF390OZB.bed.gz,GRCh38,,,released,,,,
ENCFF030LDK,bed bedMethyl,methylation state at CHH,ENCSR881XOU,whole-genome shotgun bisulfite sequencing,EFO:0001187,HepG2,cell line,Homo sapiens,,,,,DNA,,,,,FALSE,10/13/15,ENCODE,,,,2,,,,,,,"ENCFF161MAN, ENCFF572KNK",8372826362,ENCODE Processing Pipeline,d71643c552f3bbe805062c2a293e6aa2,,https://www.encodeproject.org/files/ENCFF030LDK/@@download/ENCFF030LDK.bed.gz,GRCh38,,,released,,,,
ENCFF001TPW,bed bedMethyl,methylation state at CpG,ENCSR080YRO,RRBS,EFO:0005236,NT2/D1,cell line,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,9/30/11,ENCODE,,,,1,1,,,,,,ENCFF000MJZ,10746030,"Richard Myers, HAIB",638cf3d1184a1122e9c8461ff6fa08ce,,https://www.encodeproject.org/files/ENCFF001TPW/@@download/ENCFF001TPW.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF001TPX,bed bedMethyl,methylation state at CpG,ENCSR080YRO,RRBS,EFO:0005236,NT2/D1,cell line,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,9/30/11,ENCODE,,,,2,1,,,,,,ENCFF000MKN,16652655,"Richard Myers, HAIB",321afec2b287f6131a2b6711d5b94d1f,,https://www.encodeproject.org/files/ENCFF001TPX/@@download/ENCFF001TPX.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF001TPU,bed bedMethyl,methylation state at CpG,ENCSR304PMI,RRBS,EFO:0005236,NT2/D1,cell line,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,9/30/11,ENCODE,,,,1,1,,,,,,ENCFF000MKA,11610927,"Richard Myers, HAIB",52a4b716e2e00f25de48725c31fd24b9,,https://www.encodeproject.org/files/ENCFF001TPU/@@download/ENCFF001TPU.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF001TPV,bed bedMethyl,methylation state at CpG,ENCSR304PMI,RRBS,EFO:0005236,NT2/D1,cell line,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,9/30/11,ENCODE,,,,2,1,,,,,,ENCFF000MKD,14302478,"Richard Myers, HAIB",fe97f33d96b0e21bceadf8c5fa9e12e7,,https://www.encodeproject.org/files/ENCFF001TPV/@@download/ENCFF001TPV.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF001TMS,bed bedMethyl,methylation state at CpG,ENCSR087IEW,RRBS,EFO:0001182,HEK293,cell line,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,12/15/10,ENCODE,,,,1,1,,,,,,ENCFF000MBP,13352273,"Richard Myers, HAIB",71707e5ac77e426da7042d1ed0734f86,,https://www.encodeproject.org/files/ENCFF001TMS/@@download/ENCFF001TMS.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF001TMT,bed bedMethyl,methylation state at CpG,ENCSR087IEW,RRBS,EFO:0001182,HEK293,cell line,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,12/15/10,ENCODE,,,,2,1,,,,,,ENCFF000MBR,13412325,"Richard Myers, HAIB",39ab31312cdcab170b1587341fada0fc,,https://www.encodeproject.org/files/ENCFF001TMT/@@download/ENCFF001TMT.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF001TQL,bed bedMethyl,methylation state at CpG,ENCSR000DDV,RRBS,EFO:0005234,PFSK-1,cell line,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,9/30/11,ENCODE,,,,1,1,,,,,,ENCFF000MLU,16350873,"Richard Myers, HAIB",cac0deee9288891c2fe471088760fb71,,https://www.encodeproject.org/files/ENCFF001TQL/@@download/ENCFF001TQL.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF001TQM,bed bedMethyl,methylation state at CpG,ENCSR000DDV,RRBS,EFO:0005234,PFSK-1,cell line,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,9/30/11,ENCODE,,,,2,1,,,,,,ENCFF000MLT,16717647,"Richard Myers, HAIB",48298a42d52c28adbcd4ef96144e53ea,,https://www.encodeproject.org/files/ENCFF001TQM/@@download/ENCFF001TQM.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF043XQY,bed bedMethyl,methylation state at CHG,ENCSR700FCF,whole-genome shotgun bisulfite sequencing,UBERON:0002101,limb,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,8/18/15,ENCODE,,,,1,,,,,,,"ENCFF476ZJG, ENCFF730OVL, ENCFF954EWI",2432706809,ENCODE Processing Pipeline,cae1d398541281afaca683772d85981e,,https://www.encodeproject.org/files/ENCFF043XQY/@@download/ENCFF043XQY.bed.gz,mm10,,,released,,,,
ENCFF556ENA,bed bedMethyl,methylation state at CpG,ENCSR700FCF,whole-genome shotgun bisulfite sequencing,UBERON:0002101,limb,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,8/18/15,ENCODE,,,,1,,,,,,,"ENCFF476ZJG, ENCFF730OVL, ENCFF954EWI",508133342,ENCODE Processing Pipeline,9767e32e390db906182ce1929c2ee9ab,,https://www.encodeproject.org/files/ENCFF556ENA/@@download/ENCFF556ENA.bed.gz,mm10,,,released,,,,
ENCFF404MCS,bed bedMethyl,methylation state at CHH,ENCSR700FCF,whole-genome shotgun bisulfite sequencing,UBERON:0002101,limb,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,8/18/15,ENCODE,,,,1,,,,,,,"ENCFF476ZJG, ENCFF730OVL, ENCFF954EWI",7845758676,ENCODE Processing Pipeline,98309c969f2217db9642f9360b7df031,,https://www.encodeproject.org/files/ENCFF404MCS/@@download/ENCFF404MCS.bed.gz,mm10,,,released,,,,
ENCFF488GSF,bed bedMethyl,methylation state at CHG,ENCSR700FCF,whole-genome shotgun bisulfite sequencing,UBERON:0002101,limb,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,8/18/15,ENCODE,,,,2,,,,,,,"ENCFF476ZJG, ENCFF649VOJ, ENCFF715OIL",2424150846,ENCODE Processing Pipeline,3bf8f193221a751cf41389726c52a4bf,,https://www.encodeproject.org/files/ENCFF488GSF/@@download/ENCFF488GSF.bed.gz,mm10,,,released,,,,
ENCFF834PXN,bed bedMethyl,methylation state at CpG,ENCSR700FCF,whole-genome shotgun bisulfite sequencing,UBERON:0002101,limb,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,8/18/15,ENCODE,,,,2,,,,,,,"ENCFF476ZJG, ENCFF649VOJ, ENCFF715OIL",505168249,ENCODE Processing Pipeline,078af696ec02d4a918e3bdc35b4ff14a,,https://www.encodeproject.org/files/ENCFF834PXN/@@download/ENCFF834PXN.bed.gz,mm10,,,released,,,,
ENCFF213NJE,bed bedMethyl,methylation state at CHH,ENCSR700FCF,whole-genome shotgun bisulfite sequencing,UBERON:0002101,limb,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,8/18/15,ENCODE,,,,2,,,,,,,"ENCFF476ZJG, ENCFF649VOJ, ENCFF715OIL",7810830909,ENCODE Processing Pipeline,ee2c5090fff1aa854848113be6cd565d,,https://www.encodeproject.org/files/ENCFF213NJE/@@download/ENCFF213NJE.bed.gz,mm10,,,released,,,,
ENCFF989SSB,bed bedMethyl,methylation state at CHG,ENCSR099RYD,whole-genome shotgun bisulfite sequencing,UBERON:0002101,limb,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,1,,,,,,,"ENCFF352GNF, ENCFF476ZJG, ENCFF629LTC",2432390184,ENCODE Processing Pipeline,d155a10d511ad9b56b7fe37b3219f20f,,https://www.encodeproject.org/files/ENCFF989SSB/@@download/ENCFF989SSB.bed.gz,mm10,,,released,,,,
ENCFF176VLZ,bed bedMethyl,methylation state at CpG,ENCSR099RYD,whole-genome shotgun bisulfite sequencing,UBERON:0002101,limb,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,1,,,,,,,"ENCFF352GNF, ENCFF476ZJG, ENCFF629LTC",502893878,ENCODE Processing Pipeline,c13827f7aef878a176d859ff40c7f1fe,,https://www.encodeproject.org/files/ENCFF176VLZ/@@download/ENCFF176VLZ.bed.gz,mm10,,,released,,,,
ENCFF147UAB,bed bedMethyl,methylation state at CHH,ENCSR099RYD,whole-genome shotgun bisulfite sequencing,UBERON:0002101,limb,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,1,,,,,,,"ENCFF352GNF, ENCFF476ZJG, ENCFF629LTC",7888422487,ENCODE Processing Pipeline,879f0d2a623f0cfaa35951fda1fa8879,,https://www.encodeproject.org/files/ENCFF147UAB/@@download/ENCFF147UAB.bed.gz,mm10,,,released,,,,
ENCFF154RZC,bed bedMethyl,methylation state at CHG,ENCSR099RYD,whole-genome shotgun bisulfite sequencing,UBERON:0002101,limb,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,2,,,,,,,"ENCFF372DOL, ENCFF433HFU, ENCFF476ZJG",2453961480,ENCODE Processing Pipeline,2508fbfadead6598d009f3ae0cd026e5,,https://www.encodeproject.org/files/ENCFF154RZC/@@download/ENCFF154RZC.bed.gz,mm10,,,released,,,,
ENCFF488NDY,bed bedMethyl,methylation state at CHH,ENCSR099RYD,whole-genome shotgun bisulfite sequencing,UBERON:0002101,limb,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,2,,,,,,,"ENCFF372DOL, ENCFF433HFU, ENCFF476ZJG",7960512208,ENCODE Processing Pipeline,bc16fff3c7a6d523121ada89f3a4a192,,https://www.encodeproject.org/files/ENCFF488NDY/@@download/ENCFF488NDY.bed.gz,mm10,,,released,,,,
ENCFF038IVS,bed bedMethyl,methylation state at CpG,ENCSR099RYD,whole-genome shotgun bisulfite sequencing,UBERON:0002101,limb,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,2,,,,,,,"ENCFF372DOL, ENCFF433HFU, ENCFF476ZJG",506084904,ENCODE Processing Pipeline,d6b8833d05f380aae14d9870de33e443,,https://www.encodeproject.org/files/ENCFF038IVS/@@download/ENCFF038IVS.bed.gz,mm10,,,released,,,,
ENCFF001TME,bed bedMethyl,methylation state at CpG,ENCSR000DGF,RRBS,CL:0002536,amniotic epithelial cell,primary cell,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,12/15/10,ENCODE,,,,1,1,,,,,,ENCFF000MAC,12266316,"Richard Myers, HAIB",3cb491e3e92319ae644c654c072ed214,,https://www.encodeproject.org/files/ENCFF001TME/@@download/ENCFF001TME.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF001TMF,bed bedMethyl,methylation state at CpG,ENCSR000DGF,RRBS,CL:0002536,amniotic epithelial cell,primary cell,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,12/15/10,ENCODE,,,,2,1,,,,,,ENCFF000MAJ,13678324,"Richard Myers, HAIB",bf3469a1195928e6667b4690e8936d17,,https://www.encodeproject.org/files/ENCFF001TMF/@@download/ENCFF001TMF.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF364IIS,bed bedMethyl,methylation state at CHG,ENCSR476OEL,whole-genome shotgun bisulfite sequencing,UBERON:0001049,neural tube,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/23/15,ENCODE,,,,1,,,,,,,"ENCFF324KFF, ENCFF476ZJG, ENCFF984ZET",2418722767,ENCODE Processing Pipeline,bc3ce90499c47b4bfb8e5774a4cc6371,,https://www.encodeproject.org/files/ENCFF364IIS/@@download/ENCFF364IIS.bed.gz,mm10,,,released,,,,
ENCFF115JNG,bed bedMethyl,methylation state at CpG,ENCSR476OEL,whole-genome shotgun bisulfite sequencing,UBERON:0001049,neural tube,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/23/15,ENCODE,,,,1,,,,,,,"ENCFF324KFF, ENCFF476ZJG, ENCFF984ZET",500480733,ENCODE Processing Pipeline,4a4b59921cf5fc76f0562efa6975aa65,,https://www.encodeproject.org/files/ENCFF115JNG/@@download/ENCFF115JNG.bed.gz,mm10,,,released,,,,
ENCFF042EKD,bed bedMethyl,methylation state at CHH,ENCSR476OEL,whole-genome shotgun bisulfite sequencing,UBERON:0001049,neural tube,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/23/15,ENCODE,,,,1,,,,,,,"ENCFF324KFF, ENCFF476ZJG, ENCFF984ZET",7820335184,ENCODE Processing Pipeline,685a3efe667b9fcb7540c97a14d633f7,,https://www.encodeproject.org/files/ENCFF042EKD/@@download/ENCFF042EKD.bed.gz,mm10,,,released,,,,
ENCFF114BEJ,bed bedMethyl,methylation state at CHG,ENCSR476OEL,whole-genome shotgun bisulfite sequencing,UBERON:0001049,neural tube,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/23/15,ENCODE,,,,2,,,,,,,"ENCFF185WAN, ENCFF476ZJG, ENCFF509RMU",2409514116,ENCODE Processing Pipeline,ac287954616297b1fbdf90e894889ca7,,https://www.encodeproject.org/files/ENCFF114BEJ/@@download/ENCFF114BEJ.bed.gz,mm10,,,released,,,,
ENCFF192NIG,bed bedMethyl,methylation state at CpG,ENCSR476OEL,whole-genome shotgun bisulfite sequencing,UBERON:0001049,neural tube,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/23/15,ENCODE,,,,2,,,,,,,"ENCFF185WAN, ENCFF476ZJG, ENCFF509RMU",497912035,ENCODE Processing Pipeline,2d33819829bf40ae6c60299c9fa606ad,,https://www.encodeproject.org/files/ENCFF192NIG/@@download/ENCFF192NIG.bed.gz,mm10,,,released,,,,
ENCFF736MNI,bed bedMethyl,methylation state at CHH,ENCSR476OEL,whole-genome shotgun bisulfite sequencing,UBERON:0001049,neural tube,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/23/15,ENCODE,,,,2,,,,,,,"ENCFF185WAN, ENCFF476ZJG, ENCFF509RMU",7781498200,ENCODE Processing Pipeline,53097ab5fa0e71808cc913b1a1c26904,,https://www.encodeproject.org/files/ENCFF736MNI/@@download/ENCFF736MNI.bed.gz,mm10,,,released,,,,
ENCFF811RWO,bed bedMethyl,methylation state at CHG,ENCSR415FAF,whole-genome shotgun bisulfite sequencing,UBERON:0001890,forebrain,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,1,,,,,,,"ENCFF142HTI, ENCFF277GTU, ENCFF476ZJG",2427630064,ENCODE Processing Pipeline,0190c807f04c98795f244b1818281701,,https://www.encodeproject.org/files/ENCFF811RWO/@@download/ENCFF811RWO.bed.gz,mm10,,,released,,,,
ENCFF873SBV,bed bedMethyl,methylation state at CpG,ENCSR415FAF,whole-genome shotgun bisulfite sequencing,UBERON:0001890,forebrain,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,1,,,,,,,"ENCFF142HTI, ENCFF277GTU, ENCFF476ZJG",500036253,ENCODE Processing Pipeline,78862cc0a31e5ec01b7a633e8f6b5932,,https://www.encodeproject.org/files/ENCFF873SBV/@@download/ENCFF873SBV.bed.gz,mm10,,,released,,,,
ENCFF913UYX,bed bedMethyl,methylation state at CHH,ENCSR415FAF,whole-genome shotgun bisulfite sequencing,UBERON:0001890,forebrain,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,1,,,,,,,"ENCFF142HTI, ENCFF277GTU, ENCFF476ZJG",7888712385,ENCODE Processing Pipeline,6d0248fb867f1b562547071122035ab9,,https://www.encodeproject.org/files/ENCFF913UYX/@@download/ENCFF913UYX.bed.gz,mm10,,,released,,,,
ENCFF287NGW,bed bedMethyl,methylation state at CHG,ENCSR415FAF,whole-genome shotgun bisulfite sequencing,UBERON:0001890,forebrain,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,2,,,,,,,"ENCFF214MJO, ENCFF476ZJG, ENCFF489MZZ",2415146120,ENCODE Processing Pipeline,a0598e37651a51382374bd68dc989b50,,https://www.encodeproject.org/files/ENCFF287NGW/@@download/ENCFF287NGW.bed.gz,mm10,,,released,,,,
ENCFF321BQX,bed bedMethyl,methylation state at CpG,ENCSR415FAF,whole-genome shotgun bisulfite sequencing,UBERON:0001890,forebrain,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,2,,,,,,,"ENCFF214MJO, ENCFF476ZJG, ENCFF489MZZ",497272373,ENCODE Processing Pipeline,c3993ed506a089facd3cf2f5ae44e058,,https://www.encodeproject.org/files/ENCFF321BQX/@@download/ENCFF321BQX.bed.gz,mm10,,,released,,,,
ENCFF098IMN,bed bedMethyl,methylation state at CHH,ENCSR415FAF,whole-genome shotgun bisulfite sequencing,UBERON:0001890,forebrain,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,2,,,,,,,"ENCFF214MJO, ENCFF476ZJG, ENCFF489MZZ",7841874408,ENCODE Processing Pipeline,3823aaddd028ca94a9a7ba3245edc143,,https://www.encodeproject.org/files/ENCFF098IMN/@@download/ENCFF098IMN.bed.gz,mm10,,,released,,,,
ENCFF711PYT,bed bedMethyl,methylation state at CHG,ENCSR842QTB,whole-genome shotgun bisulfite sequencing,UBERON:0000160,intestine,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/23/15,ENCODE,,,,1,,,,,,,"ENCFF040BLX, ENCFF476ZJG, ENCFF905GYX",2425386731,ENCODE Processing Pipeline,a67c53416543f228ac95cba980d73455,,https://www.encodeproject.org/files/ENCFF711PYT/@@download/ENCFF711PYT.bed.gz,mm10,,,released,,,,
